studentid,cohorttermindex,pathway,creditsearned,collegecreditsearned,collegecreditsattempted
1057,2,4,12,12,15
1057,3,4,6,6,6
1057,4,4,15,15,15
1057,5,4,12,12,12
1057,6,4,12,12,12
1062,1,1,3,3,3
1062,2,1,15,15,15
1062,3,1,6,6,6
1062,4,99,,,
1062,5,99,,,
1062,6,99,,,
1066,1,4,9,9,9
1066,2,4,15,15,18
1066,3,4,15,12,12
1066,4,4,15,15,18
1066,5,4,6,6,6
1066,6,99,,,
1078,1,4,15,15,15
1078,2,4,3,3,3
1078,3,4,6,6,6
1078,4,100,,,
1078,5,100,,,
1078,6,100,,,
1084,1,4,9,9,9
1084,2,4,15,15,15
1084,3,4,12,12,15
1084,4,4,12,12,12
1084,5,4,15,15,15
1084,6,99,,,
1085,1,2,12,12,12
1085,2,2,15,15,18
1085,3,2,6,6,6
1085,4,2,9,9,9
1085,5,2,15,15,15
1085,6,99,,,
1087,1,1,6,6,9
1087,2,1,12,12,12
1087,3,1,15,15,15
1087,4,1,3,3,3
1087,5,1,12,12,15
1087,6,99,,,
1088,1,4,12,9,9
1088,2,4,12,12,12
1088,3,100,,,
1088,4,100,,,
1088,5,100,,,
1088,6,100,,,
1089,1,2,6,3,3
1089,2,2,3,3,3
1089,3,2,9,9,9
1089,4,2,3,3,3
1089,5,99,,,
1089,6,99,,,
1091,1,1,3,3,3
1091,2,1,6,6,6
1091,3,1,12,12,15
1091,4,99,,,
1091,5,99,,,
1091,6,99,,,
1092,1,4,12,12,12
1092,2,99,,,
1092,3,99,,,
1092,4,99,,,
1092,5,99,,,
1092,6,99,,,
1100,1,4,6,6,6
1100,2,4,3,3,3
1100,3,4,9,9,9
1100,4,99,,,
1100,5,99,,,
1100,6,99,,,
1108,1,3,12,12,12
1108,2,3,12,12,12
1108,3,3,12,12,12
1108,4,2,15,15,18
1108,5,2,12,12,12
1108,6,100,,,
1111,1,2,15,15,15
1111,2,99,,,
1111,3,99,,,
1111,4,99,,,
1111,5,99,,,
1111,6,99,,,
1114,1,3,6,6,6
1114,2,3,6,6,6
1114,3,3,6,6,6
1114,4,3,15,15,15
1114,5,4,15,15,18
1114,6,99,,,
1115,1,1,12,12,15
1115,2,1,3,3,6
1115,3,1,9,9,12
1115,4,1,6,6,6
1115,5,1,6,6,6
1115,6,100,,,
1122,1,1,12,12,12
1122,2,1,12,12,12
1122,3,1,9,9,12
1122,4,1,3,3,3
1122,5,1,9,9,9
1122,6,99,,,
1123,1,2,15,15,15
1123,2,2,12,12,15
1123,3,2,6,6,6
1123,4,99,,,
1123,5,99,,,
1123,6,99,,,
1127,1,3,6,6,6
1127,2,99,,,
1127,3,99,,,
1127,4,99,,,
1127,5,99,,,
1127,6,99,,,
1134,1,1,9,9,9
1134,2,1,3,3,3
1134,3,1,15,12,12
1134,4,1,9,9,9
1134,5,99,,,
1134,6,99,,,
1137,1,1,6,6,9
1137,2,1,12,12,12
1137,3,1,9,9,9
1137,4,1,12,12,15
1137,5,100,,,
1137,6,100,,,
1139,1,2,6,3,3
1139,2,2,12,9,9
1139,3,2,6,6,6
1139,4,2,3,3,3
1139,5,2,9,9,12
1139,6,2,9,9,12
1148,1,2,15,15,15
1148,2,2,12,12,15
1148,3,2,6,3,3
1148,4,2,6,6,6
1148,5,2,9,9,12
1148,6,99,,,
1149,1,2,9,9,9
1149,2,2,6,6,6
1149,3,2,6,6,6
1149,4,99,,,
1149,5,99,,,
1149,6,99,,,
1153,1,3,15,15,15
1153,2,3,15,15,15
1153,3,3,3,3,3
1153,4,2,12,12,12
1153,5,2,15,15,15
1153,6,99,,,
1154,1,1,6,6,9
1154,2,99,,,
1154,3,99,,,
1154,4,99,,,
1154,5,99,,,
1154,6,99,,,
1156,1,1,6,3,3
1156,2,1,15,15,15
1156,3,1,12,12,12
1156,4,1,12,12,12
1156,5,1,12,12,12
1156,6,100,,,
1157,1,3,15,15,15
1157,2,3,15,15,15
1157,3,100,,,
1157,4,100,,,
1157,5,100,,,
1157,6,100,,,
1161,1,4,6,6,6
1161,2,4,9,9,9
1161,3,4,15,15,15
1161,4,4,15,15,15
1161,5,100,,,
1161,6,100,,,
1180,1,2,3,0,0
1180,2,2,12,12,12
1180,3,2,15,15,15
1180,4,2,12,12,12
1180,5,99,,,
1180,6,99,,,
1184,1,4,12,12,12
1184,2,4,3,3,3
1184,3,4,3,3,3
1184,4,100,,,
1184,5,100,,,
1184,6,100,,,
1193,1,2,12,9,9
1193,2,2,9,9,9
1193,3,2,15,15,15
1193,4,2,15,12,12
1193,5,2,15,15,15
1193,6,99,,,
1195,1,2,6,3,3
1195,2,2,15,15,18
1195,3,2,12,12,12
1195,4,2,6,6,9
1195,5,2,3,3,3
1195,6,99,,,
1214,1,1,9,9,12
1214,2,1,15,15,15
1214,3,99,,,
1214,4,99,,,
1214,5,99,,,
1214,6,99,,,
1218,1,1,9,9,9
1218,2,1,12,9,12
1218,3,1,9,9,9
1218,4,99,,,
1218,5,99,,,
1218,6,99,,,
1220,1,2,6,6,6
1220,2,2,12,12,12
1220,3,2,15,15,15
1220,4,2,9,9,12
1220,5,2,15,15,18
1220,6,99,,,
1228,1,1,15,15,15
1228,2,1,12,12,12
1228,3,1,12,12,12
1228,4,1,6,6,6
1228,5,100,,,
1228,6,100,,,
1229,1,1,6,6,9
1229,2,1,12,9,9
1229,3,1,15,15,18
1229,4,100,,,
1229,5,100,,,
1229,6,100,,,
1230,1,4,3,3,3
1230,2,4,3,3,3
1230,3,4,3,3,3
1230,4,99,,,
1230,5,99,,,
1230,6,99,,,
1244,1,3,15,15,18
1244,2,3,6,6,6
1244,3,3,12,12,12
1244,4,3,9,9,9
1244,5,3,3,3,3
1244,6,99,,,
1249,1,2,12,12,15
1249,2,2,6,6,6
1249,3,2,9,9,12
1249,4,2,3,3,3
1249,5,99,,,
1249,6,99,,,
1251,1,2,15,15,15
1251,2,2,12,12,12
1251,3,2,9,9,9
1251,4,99,,,
1251,5,99,,,
1251,6,99,,,
1252,1,3,15,15,15
1252,2,99,,,
1252,3,99,,,
1252,4,99,,,
1252,5,99,,,
1252,6,99,,,
1267,1,1,3,3,3
1267,2,1,9,9,9
1267,3,1,12,9,9
1267,4,1,12,12,12
1267,5,1,15,15,15
1267,6,99,,,
1274,1,2,15,15,15
1274,2,2,3,3,3
1274,3,2,3,3,3
1274,4,2,9,9,12
1274,5,100,,,
1274,6,100,,,
1277,1,2,15,15,15
1277,2,2,9,9,9
1277,3,2,15,15,15
1277,4,2,15,15,15
1277,5,99,,,
1277,6,99,,,
1280,1,2,12,12,12
1280,2,2,3,3,3
1280,3,2,12,12,12
1280,4,100,,,
1280,5,100,,,
1280,6,100,,,
1285,1,1,3,0,0
1285,2,1,9,9,9
1285,3,100,,,
1285,4,100,,,
1285,5,100,,,
1285,6,100,,,
1290,1,1,9,9,9
1290,2,99,,,
1290,3,99,,,
1290,4,99,,,
1290,5,99,,,
1290,6,99,,,
1291,1,2,15,15,15
1291,2,2,15,15,15
1291,3,2,12,12,12
1291,4,2,15,15,18
1291,5,2,9,6,6
1291,6,101,,,
1298,1,1,3,3,3
1298,2,1,12,12,12
1298,3,1,6,6,9
1298,4,99,,,
1298,5,99,,,
1298,6,99,,,
1300,1,4,3,3,3
1300,2,4,12,12,12
1300,3,4,3,3,3
1300,4,4,12,9,9
1300,5,4,6,6,6
1300,6,4,6,6,9
1304,1,3,9,9,9
1304,2,99,,,
1304,3,99,,,
1304,4,99,,,
1304,5,99,,,
1304,6,99,,,
1308,1,2,3,3,6
1308,2,2,9,9,9
1308,3,2,12,9,12
1308,4,2,6,6,9
1308,5,2,6,6,6
1308,6,100,,,
1312,1,1,9,9,9
1312,2,1,15,15,15
1312,3,1,9,9,9
1312,4,1,3,3,3
1312,5,100,,,
1312,6,100,,,
1314,1,3,9,9,9
1314,2,3,3,3,3
1314,3,3,3,3,3
1314,4,99,,,
1314,5,99,,,
1314,6,99,,,
1317,1,2,12,12,12
1317,2,2,12,12,12
1317,3,2,15,15,18
1317,4,100,,,
1317,5,100,,,
1317,6,100,,,
1324,1,4,6,6,6
1324,2,4,9,9,9
1324,3,4,9,9,12
1324,4,4,9,9,9
1324,5,4,6,6,6
1324,6,99,,,
1335,1,2,3,3,3
1335,2,2,3,3,3
1335,3,2,3,3,3
1335,4,99,,,
1335,5,99,,,
1335,6,99,,,
1341,1,4,3,3,3
1341,2,4,9,9,9
1341,3,4,15,15,18
1341,4,100,,,
1341,5,100,,,
1341,6,100,,,
1348,1,1,3,3,6
1348,2,1,3,3,3
1348,3,99,,,
1348,4,99,,,
1348,5,99,,,
1348,6,99,,,
1350,1,3,15,15,15
1350,2,3,3,3,3
1350,3,3,12,12,12
1350,4,3,9,9,9
1350,5,99,,,
1350,6,99,,,
1354,1,3,15,15,15
1354,2,3,9,6,6
1354,3,3,15,15,15
1354,4,99,,,
1354,5,99,,,
1354,6,99,,,
1355,1,4,12,12,12
1355,2,4,6,6,6
1355,3,4,3,3,6
1355,4,4,12,12,15
1355,5,100,,,
1355,6,100,,,
1362,1,3,12,12,15
1362,2,3,12,9,9
1362,3,3,18,18,18
1362,4,2,12,12,12
1362,5,2,15,15,15
1362,6,101,,,
1376,1,2,6,6,6
1376,2,2,15,15,15
1376,3,100,,,
1376,4,100,,,
1376,5,100,,,
1376,6,100,,,
1380,1,3,6,6,6
1380,2,3,15,15,18
1380,3,3,15,15,15
1380,4,99,,,
1380,5,99,,,
1380,6,99,,,
1381,1,3,9,9,9
1381,2,3,12,12,12
1381,3,99,,,
1381,4,99,,,
1381,5,99,,,
1381,6,99,,,
1385,1,2,12,12,12
1385,2,2,9,9,9
1385,3,2,3,3,3
1385,4,2,15,15,15
1385,5,2,9,9,9
1385,6,2,12,12,12
1387,1,2,15,15,15
1387,2,2,15,15,15
1387,3,2,18,18,18
1387,4,2,12,12,15
1387,5,101,,,
1387,6,101,,,
1388,1,1,15,15,18
1388,2,99,,,
1388,3,99,,,
1388,4,99,,,
1388,5,99,,,
1388,6,99,,,
1397,1,1,3,3,6
1397,2,1,6,6,6
1397,3,1,6,6,6
1397,4,1,15,15,18
1397,5,99,,,
1397,6,99,,,
1401,1,3,6,6,9
1401,2,3,15,15,15
1401,3,99,,,
1401,4,99,,,
1401,5,99,,,
1401,6,99,,,
1402,1,3,12,12,15
1402,2,3,3,3,6
1402,3,3,12,12,12
1402,4,2,12,12,15
1402,5,2,15,15,15
1402,6,99,,,
1408,1,3,9,9,12
1408,2,3,12,12,12
1408,3,3,12,12,12
1408,4,99,,,
1408,5,99,,,
1408,6,99,,,
1414,1,4,9,6,6
1414,2,4,12,12,12
1414,3,4,6,6,6
1414,4,99,,,
1414,5,99,,,
1414,6,99,,,
1419,1,3,15,15,15
1419,2,3,12,12,12
1419,3,3,9,9,9
1419,4,2,9,9,9
1419,5,2,12,12,12
1419,6,99,,,
1420,1,1,9,9,9
1420,2,1,9,9,9
1420,3,1,12,12,15
1420,4,1,3,3,3
1420,5,1,15,12,12
1420,6,100,,,
1425,1,4,9,9,9
1425,2,4,12,12,15
1425,3,4,9,9,9
1425,4,100,,,
1425,5,100,,,
1425,6,100,,,
1434,1,2,12,12,12
1434,2,99,,,
1434,3,99,,,
1434,4,99,,,
1434,5,99,,,
1434,6,99,,,
1440,1,1,6,6,6
1440,2,1,12,12,12
1440,3,1,9,9,9
1440,4,1,15,12,12
1440,5,1,3,3,3
1440,6,1,6,6,6
1443,1,4,12,12,12
1443,2,4,12,12,12
1443,3,4,12,12,12
1443,4,4,3,3,3
1443,5,99,,,
1443,6,99,,,
1447,1,1,12,12,12
1447,2,1,9,9,12
1447,3,99,,,
1447,4,99,,,
1447,5,99,,,
1447,6,99,,,
1448,1,1,6,6,6
1448,2,1,6,6,6
1448,3,1,3,3,3
1448,4,1,15,15,15
1448,5,99,,,
1448,6,99,,,
1462,1,2,6,6,6
1462,2,2,3,3,3
1462,3,2,15,15,15
1462,4,100,,,
1462,5,100,,,
1462,6,100,,,
1465,1,1,6,6,6
1465,2,1,3,3,3
1465,3,1,12,12,12
1465,4,99,,,
1465,5,99,,,
1465,6,99,,,
1467,1,4,15,15,15
1467,2,4,3,3,3
1467,3,4,3,3,3
1467,4,4,15,15,15
1467,5,4,15,15,15
1467,6,99,,,
1471,1,2,9,9,9
1471,2,2,6,6,6
1471,3,2,9,9,12
1471,4,2,12,12,12
1471,5,100,,,
1471,6,100,,,
1475,1,1,6,6,6
1475,2,1,15,15,15
1475,3,1,15,15,15
1475,4,1,3,3,3
1475,5,1,3,3,3
1475,6,1,12,12,12
1478,1,4,6,6,6
1478,2,99,,,
1478,3,99,,,
1478,4,99,,,
1478,5,99,,,
1478,6,99,,,
1480,1,1,12,12,12
1480,2,99,,,
1480,3,99,,,
1480,4,99,,,
1480,5,99,,,
1480,6,99,,,
1482,1,2,12,9,12
1482,2,2,12,12,12
1482,3,2,3,3,6
1482,4,2,9,9,9
1482,5,99,,,
1482,6,99,,,
1486,1,1,15,15,15
1486,2,1,15,12,12
1486,3,99,,,
1486,4,99,,,
1486,5,99,,,
1486,6,99,,,
1493,1,3,15,15,18
1493,2,3,3,3,3
1493,3,100,,,
1493,4,100,,,
1493,5,100,,,
1493,6,100,,,
1499,1,4,15,15,18
1499,2,4,15,15,15
1499,3,100,,,
1499,4,100,,,
1499,5,100,,,
1499,6,100,,,
1501,1,4,6,6,6
1501,2,4,9,9,9
1501,3,4,12,12,12
1501,4,4,15,15,15
1501,5,4,15,15,18
1501,6,100,,,
1503,1,2,12,12,12
1503,2,2,6,6,9
1503,3,2,15,12,12
1503,4,2,12,12,15
1503,5,99,,,
1503,6,99,,,
1512,1,3,12,12,12
1512,2,3,6,3,3
1512,3,3,9,9,9
1512,4,2,6,6,6
1512,5,2,15,15,18
1512,6,100,,,
1514,1,1,3,3,6
1514,2,1,12,12,12
1514,3,1,9,9,9
1514,4,100,,,
1514,5,100,,,
1514,6,100,,,
1516,1,2,15,15,15
1516,2,2,15,15,15
1516,3,99,,,
1516,4,99,,,
1516,5,99,,,
1516,6,99,,,
1521,1,1,12,12,12
1521,2,1,3,3,3
1521,3,1,3,0,0
1521,4,1,15,15,18
1521,5,100,,,
1521,6,100,,,
1530,1,2,15,15,15
1530,2,2,12,12,12
1530,3,99,,,
1530,4,99,,,
1530,5,99,,,
1530,6,99,,,
1536,1,3,15,12,12
1536,2,3,3,3,3
1536,3,3,9,9,12
1536,4,2,9,9,12
1536,5,2,9,9,12
1536,6,99,,,
1539,1,4,3,3,6
1539,2,4,12,12,12
1539,3,4,9,9,9
1539,4,4,3,3,3
1539,5,99,,,
1539,6,99,,,
1542,1,2,3,3,6
1542,2,2,15,15,15
1542,3,2,9,6,6
1542,4,2,6,6,6
1542,5,99,,,
1542,6,99,,,
1553,1,3,6,6,6
1553,2,3,12,12,12
1553,3,3,6,6,6
1553,4,2,6,6,6
1553,5,2,6,6,6
1553,6,99,,,
1555,1,4,3,3,3
1555,2,4,6,6,6
1555,3,4,15,15,15
1555,4,99,,,
1555,5,99,,,
1555,6,99,,,
1565,1,1,3,3,3
1565,2,1,15,15,15
1565,3,100,,,
1565,4,100,,,
1565,5,100,,,
1565,6,100,,,
1566,1,4,3,3,3
1566,2,4,15,15,15
1566,3,4,6,6,6
1566,4,4,9,9,9
1566,5,99,,,
1566,6,99,,,
1570,1,2,15,15,15
1570,2,2,3,3,3
1570,3,2,3,3,6
1570,4,2,9,9,9
1570,5,2,9,9,9
1570,6,99,,,
1574,1,4,9,9,9
1574,2,4,3,3,6
1574,3,4,3,3,6
1574,4,99,,,
1574,5,99,,,
1574,6,99,,,
1578,1,2,6,6,6
1578,2,2,9,9,9
1578,3,2,15,15,15
1578,4,2,6,6,6
1578,5,2,9,9,9
1578,6,99,,,
1579,1,1,3,3,6
1579,2,1,9,9,9
1579,3,1,9,9,9
1579,4,1,15,15,15
1579,5,99,,,
1579,6,99,,,
1580,1,4,15,15,15
1580,2,4,15,15,15
1580,3,4,15,15,15
1580,4,99,,,
1580,5,99,,,
1580,6,99,,,
1584,1,2,9,9,9
1584,2,2,9,9,9
1584,3,99,,,
1584,4,99,,,
1584,5,99,,,
1584,6,99,,,
1585,1,4,15,15,15
1585,2,99,,,
1585,3,99,,,
1585,4,99,,,
1585,5,99,,,
1585,6,99,,,
1597,1,3,12,9,12
1597,2,3,9,9,12
1597,3,3,6,6,6
1597,4,3,15,15,15
1597,5,3,15,15,15
1597,6,3,6,6,6
1599,1,3,6,3,3
1599,2,3,9,9,9
1599,3,3,3,3,3
1599,4,3,3,3,3
1599,5,3,6,6,6
1599,6,99,,,
1607,1,4,18,18,18
1607,2,4,18,18,18
1607,3,4,18,18,18
1607,4,101,,,
1607,5,101,,,
1607,6,101,,,
1610,1,1,6,6,9
1610,2,1,15,15,15
1610,3,1,6,6,6
1610,4,1,12,12,12
1610,5,1,3,3,3
1610,6,99,,,
1612,1,2,6,6,9
1612,2,2,6,6,6
1612,3,100,,,
1612,4,100,,,
1612,5,100,,,
1612,6,100,,,
1613,1,1,6,6,6
1613,2,1,9,9,9
1613,3,1,6,6,6
1613,4,1,3,3,3
1613,5,99,,,
1613,6,99,,,
1614,1,3,3,3,6
1614,2,3,3,3,3
1614,3,3,15,15,18
1614,4,3,12,12,12
1614,5,99,,,
1614,6,99,,,
1627,1,4,3,3,3
1627,2,99,,,
1627,3,99,,,
1627,4,99,,,
1627,5,99,,,
1627,6,99,,,
1637,1,2,9,9,9
1637,2,2,3,3,3
1637,3,2,6,6,6
1637,4,2,6,6,9
1637,5,99,,,
1637,6,99,,,
1652,1,2,12,12,15
1652,2,2,15,15,15
1652,3,2,6,6,6
1652,4,2,9,9,9
1652,5,2,12,12,12
1652,6,99,,,
1654,1,4,18,18,18
1654,2,4,18,18,18
1654,3,4,18,18,18
1654,4,101,,,
1654,5,101,,,
1654,6,101,,,
1661,1,3,15,12,12
1661,2,3,9,9,9
1661,3,3,3,3,6
1661,4,3,3,3,3
1661,5,3,15,15,15
1661,6,99,,,
1664,1,3,15,12,12
1664,2,99,,,
1664,3,99,,,
1664,4,99,,,
1664,5,99,,,
1664,6,99,,,
1666,1,3,6,6,9
1666,2,99,,,
1666,3,99,,,
1666,4,99,,,
1666,5,99,,,
1666,6,99,,,
1667,1,1,6,6,6
1667,2,1,6,6,6
1667,3,1,9,9,9
1667,4,1,3,3,3
1667,5,1,12,12,12
1667,6,100,,,
1669,1,3,12,12,12
1669,2,99,,,
1669,3,99,,,
1669,4,99,,,
1669,5,99,,,
1669,6,99,,,
1675,1,3,12,12,12
1675,2,99,,,
1675,3,99,,,
1675,4,99,,,
1675,5,99,,,
1675,6,99,,,
1677,1,4,12,12,15
1677,2,4,6,6,6
1677,3,4,3,3,6
1677,4,4,3,3,3
1677,5,4,9,9,9
1677,6,99,,,
1679,1,4,3,0,0
1679,2,4,15,15,15
1679,3,4,12,12,12
1679,4,4,3,3,3
1679,5,4,12,12,12
1679,6,99,,,
1680,1,3,6,6,9
1680,2,3,9,9,9
1680,3,3,15,15,15
1680,4,99,,,
1680,5,99,,,
1680,6,99,,,
1682,1,2,9,9,12
1682,2,2,15,15,15
1682,3,2,12,12,12
1682,4,99,,,
1682,5,99,,,
1682,6,99,,,
1685,1,1,12,12,15
1685,2,1,3,3,3
1685,3,1,12,12,12
1685,4,100,,,
1685,5,100,,,
1685,6,100,,,
1689,1,1,9,9,9
1689,2,1,6,6,6
1689,3,99,,,
1689,4,99,,,
1689,5,99,,,
1689,6,99,,,
1699,1,2,6,6,9
1699,2,2,15,15,15
1699,3,2,15,15,18
1699,4,2,6,6,6
1699,5,2,3,3,6
1699,6,100,,,
1700,1,4,3,3,3
1700,2,4,12,12,12
1700,3,4,3,3,3
1700,4,4,15,15,15
1700,5,99,,,
1700,6,99,,,
1705,1,3,3,3,3
1705,2,3,12,12,12
1705,3,99,,,
1705,4,99,,,
1705,5,99,,,
1705,6,99,,,
1723,1,1,15,12,12
1723,2,1,6,6,6
1723,3,1,12,12,12
1723,4,1,9,9,9
1723,5,99,,,
1723,6,99,,,
1730,1,2,3,3,3
1730,2,2,12,12,12
1730,3,2,6,6,6
1730,4,2,12,12,12
1730,5,99,,,
1730,6,99,,,
1737,1,1,6,3,3
1737,2,1,12,12,12
1737,3,1,15,15,15
1737,4,1,15,15,15
1737,5,1,9,9,9
1737,6,99,,,
1743,1,1,12,12,12
1743,2,99,,,
1743,3,99,,,
1743,4,99,,,
1743,5,99,,,
1743,6,99,,,
1744,1,2,12,12,12
1744,2,2,3,3,3
1744,3,2,3,3,3
1744,4,2,6,6,9
1744,5,2,6,6,9
1744,6,99,,,
1745,1,2,6,3,3
1745,2,2,6,6,9
1745,3,2,12,12,12
1745,4,100,,,
1745,5,100,,,
1745,6,100,,,
1746,1,4,15,15,18
1746,2,4,15,12,12
1746,3,99,,,
1746,4,99,,,
1746,5,99,,,
1746,6,99,,,
1748,1,1,15,15,15
1748,2,1,9,9,9
1748,3,1,6,6,9
1748,4,1,15,15,15
1748,5,1,6,6,6
1748,6,99,,,
1750,1,1,12,12,15
1750,2,99,,,
1750,3,99,,,
1750,4,99,,,
1750,5,99,,,
1750,6,99,,,
1751,1,2,6,3,3
1751,2,2,3,3,3
1751,3,2,3,3,3
1751,4,2,3,3,3
1751,5,99,,,
1751,6,99,,,
1753,1,2,15,15,15
1753,2,2,12,12,15
1753,3,2,9,9,12
1753,4,2,9,9,9
1753,5,2,12,12,12
1753,6,99,,,
1762,1,1,15,15,15
1762,2,99,,,
1762,3,99,,,
1762,4,99,,,
1762,5,99,,,
1762,6,99,,,
1784,1,3,3,3,3
1784,2,3,6,6,9
1784,3,3,3,3,3
1784,4,3,9,9,9
1784,5,3,15,15,18
1784,6,3,15,15,15
1788,1,2,9,6,6
1788,2,2,3,0,0
1788,3,2,9,9,9
1788,4,2,3,0,0
1788,5,99,,,
1788,6,99,,,
1792,1,1,3,3,3
1792,2,1,3,0,0
1792,3,1,15,15,15
1792,4,1,6,6,6
1792,5,1,12,12,12
1792,6,1,9,9,9
1796,1,3,6,6,6
1796,2,3,12,12,15
1796,3,3,12,12,12
1796,4,3,3,3,6
1796,5,3,3,3,6
1796,6,99,,,
1802,1,3,15,15,15
1802,2,99,,,
1802,3,99,,,
1802,4,99,,,
1802,5,99,,,
1802,6,99,,,
1814,1,2,12,12,15
1814,2,2,15,15,15
1814,3,2,12,12,15
1814,4,100,,,
1814,5,100,,,
1814,6,100,,,
1818,1,3,9,9,9
1818,2,3,9,6,9
1818,3,3,9,9,9
1818,4,99,,,
1818,5,99,,,
1818,6,99,,,
1821,1,2,12,12,12
1821,2,2,15,15,18
1821,3,2,9,9,9
1821,4,2,15,15,15
1821,5,2,9,9,9
1821,6,99,,,
1833,1,2,3,3,3
1833,2,2,12,12,12
1833,3,2,3,0,0
1833,4,99,,,
1833,5,99,,,
1833,6,99,,,
1834,1,1,9,9,9
1834,2,1,9,9,9
1834,3,1,9,9,12
1834,4,1,3,3,6
1834,5,99,,,
1834,6,99,,,
1839,1,1,3,3,3
1839,2,1,15,15,18
1839,3,1,9,9,9
1839,4,1,3,3,3
1839,5,1,9,9,12
1839,6,100,,,
1841,1,4,3,3,3
1841,2,4,6,6,6
1841,3,4,9,9,9
1841,4,4,3,3,3
1841,5,4,6,6,6
1841,6,99,,,
1845,1,1,9,9,9
1845,2,1,15,12,12
1845,3,1,6,6,6
1845,4,100,,,
1845,5,100,,,
1845,6,100,,,
1850,1,3,6,6,6
1850,2,3,3,3,3
1850,3,99,,,
1850,4,99,,,
1850,5,99,,,
1850,6,99,,,
1851,1,2,15,12,12
1851,2,2,12,12,12
1851,3,2,3,3,3
1851,4,2,3,3,3
1851,5,100,,,
1851,6,100,,,
1853,1,3,6,6,6
1853,2,3,3,3,3
1853,3,3,6,6,6
1853,4,2,3,3,3
1853,5,2,12,12,12
1853,6,99,,,
1855,1,1,3,0,0
1855,2,1,9,9,9
1855,3,1,6,6,6
1855,4,1,12,12,12
1855,5,100,,,
1855,6,100,,,
1860,1,3,15,12,12
1860,2,3,3,3,3
1860,3,3,3,3,3
1860,4,3,15,15,15
1860,5,3,12,12,15
1860,6,100,,,
1877,1,2,15,15,15
1877,2,2,3,3,3
1877,3,2,3,3,3
1877,4,99,,,
1877,5,99,,,
1877,6,99,,,
1878,1,1,6,6,6
1878,2,1,9,9,9
1878,3,1,15,15,15
1878,4,1,9,9,12
1878,5,1,15,15,15
1878,6,100,,,
1886,1,2,6,6,9
1886,2,2,6,6,9
1886,3,2,6,3,3
1886,4,99,,,
1886,5,99,,,
1886,6,99,,,
1893,1,2,15,12,12
1893,2,2,6,6,9
1893,3,99,,,
1893,4,99,,,
1893,5,99,,,
1893,6,99,,,
1894,1,1,9,9,9
1894,2,99,,,
1894,3,99,,,
1894,4,99,,,
1894,5,99,,,
1894,6,99,,,
1905,1,3,9,9,9
1905,2,3,12,12,15
1905,3,100,,,
1905,4,100,,,
1905,5,100,,,
1905,6,100,,,
1906,1,2,12,9,12
1906,2,2,15,15,15
1906,3,2,9,9,9
1906,4,2,6,6,6
1906,5,2,15,15,15
1906,6,100,,,
1914,1,4,6,3,3
1914,2,4,6,6,6
1914,3,4,12,12,12
1914,4,4,6,6,6
1914,5,99,,,
1914,6,99,,,
1917,1,2,3,0,0
1917,2,99,,,
1917,3,99,,,
1917,4,99,,,
1917,5,99,,,
1917,6,99,,,
1929,1,2,12,12,12
1929,2,2,9,9,9
1929,3,2,15,15,15
1929,4,99,,,
1929,5,99,,,
1929,6,99,,,
1936,1,2,9,6,6
1936,2,2,15,15,15
1936,3,2,3,3,3
1936,4,2,3,3,3
1936,5,99,,,
1936,6,99,,,
1944,1,1,9,9,9
1944,2,99,,,
1944,3,99,,,
1944,4,99,,,
1944,5,99,,,
1944,6,99,,,
1951,1,2,15,15,15
1951,2,2,3,3,3
1951,3,2,9,9,12
1951,4,2,3,3,3
1951,5,2,9,9,9
1951,6,99,,,
1952,1,4,12,12,12
1952,2,99,,,
1952,3,99,,,
1952,4,99,,,
1952,5,99,,,
1952,6,99,,,
1957,1,2,9,9,12
1957,2,2,9,9,9
1957,3,99,,,
1957,4,99,,,
1957,5,99,,,
1957,6,99,,,
1958,1,2,6,6,9
1958,2,2,15,15,15
1958,3,2,3,3,3
1958,4,2,9,9,9
1958,5,99,,,
1958,6,99,,,
1960,1,4,6,6,6
1960,2,4,3,3,3
1960,3,4,6,6,6
1960,4,4,9,9,12
1960,5,4,3,3,3
1960,6,100,,,
1964,1,1,9,9,9
1964,2,1,15,15,15
1964,3,1,15,15,15
1964,4,1,15,15,15
1964,5,1,9,9,9
1964,6,99,,,
1968,1,2,3,3,3
1968,2,2,6,3,3
1968,3,99,,,
1968,4,99,,,
1968,5,99,,,
1968,6,99,,,
1973,1,1,12,12,12
1973,2,1,3,3,3
1973,3,1,6,6,6
1973,4,99,,,
1973,5,99,,,
1973,6,99,,,
1979,1,4,9,9,9
1979,2,4,3,3,3
1979,3,4,15,15,15
1979,4,4,9,9,9
1979,5,100,,,
1979,6,100,,,
1986,1,1,6,6,6
1986,2,1,6,6,6
1986,3,1,12,12,12
1986,4,1,12,9,9
1986,5,1,6,6,6
1986,6,99,,,
1991,1,3,9,6,9
1991,2,3,9,9,9
1991,3,3,15,12,12
1991,4,100,,,
1991,5,100,,,
1991,6,100,,,
1992,1,2,18,18,21
1992,2,2,15,15,18
1992,3,2,15,9,9
1992,4,2,12,12,12
1992,5,101,,,
1992,6,101,,,
1994,1,1,12,12,12
1994,2,1,15,15,15
1994,3,1,15,15,18
1994,4,1,6,6,6
1994,5,99,,,
1994,6,99,,,
1995,1,4,15,15,15
1995,2,4,9,9,12
1995,3,4,6,6,6
1995,4,4,3,0,0
1995,5,4,15,15,15
1995,6,99,,,
